"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","ID"
"1",0.0839978734715577,0.109250398724083,0.0890483785220627,0.018341307814992,0.0334928229665072,0.0385433280170122,0.0334928229665072,0.018341307814992,0.0284423179160021,0.0435938330675173,0.104199893673578,0.0738968633705476,0.0385433280170122,0.0233918128654971,0.0233918128654971,0.018341307814992,0.0435938330675173,0.018341307814992,0.159755449229133,"2074"
"2",0.0217485863418878,0.0382775119617225,0.0217485863418878,0.0630709003914746,0.0300130491518051,0.418442801217921,0.0382775119617225,0.0465419747716398,0.0300130491518051,0.0217485863418878,0.0217485863418878,0.0217485863418878,0.0217485863418878,0.0300130491518051,0.0382775119617225,0.0548064375815572,0.0382775119617225,0.0217485863418878,0.0217485863418878,"4644"
"3",0.0205592105263158,0.0908717105263158,0.0596217105263158,0.0361842105263158,0.0439967105263158,0.0596217105263158,0.0283717105263158,0.0908717105263158,0.0205592105263158,0.0205592105263158,0.0908717105263158,0.0596217105263158,0.0205592105263158,0.0205592105263158,0.0518092105263158,0.0439967105263158,0.0908717105263158,0.0518092105263158,0.0986842105263158,"1899"
"4",0.0460526315789474,0.025219298245614,0.0182748538011696,0.0529970760233918,0.0738304093567251,0.0391081871345029,0.0946637426900585,0.0321637426900585,0.0599415204678363,0.0529970760233918,0.0321637426900585,0.0321637426900585,0.087719298245614,0.0599415204678363,0.0182748538011696,0.0391081871345029,0.0738304093567251,0.087719298245614,0.0738304093567251,"2119"
"5",0.0814299900695134,0.0342601787487587,0.0531281032770606,0.0342601787487587,0.0248262164846077,0.0814299900695134,0.0719960278053625,0.0719960278053625,0.100297914597815,0.0436941410129096,0.0436941410129096,0.0719960278053625,0.0248262164846077,0.0436941410129096,0.0531281032770606,0.0248262164846077,0.0531281032770606,0.0342601787487587,0.0531281032770606,"2120"
"6",0.112550607287449,0.0356275303643725,0.0663967611336032,0.0510121457489879,0.0433198380566802,0.0587044534412955,0.0587044534412955,0.0202429149797571,0.0663967611336032,0.0202429149797571,0.0356275303643725,0.0356275303643725,0.0740890688259109,0.0356275303643725,0.097165991902834,0.0433198380566802,0.0510121457489879,0.0356275303643725,0.0587044534412955,"2121"
"7",0.0634674922600619,0.0193498452012384,0.0193498452012384,0.026702786377709,0.0414086687306502,0.0928792569659443,0.144349845201238,0.026702786377709,0.0414086687306502,0.0414086687306502,0.026702786377709,0.0708204334365325,0.0634674922600619,0.0487616099071207,0.0928792569659443,0.0193498452012384,0.0634674922600619,0.026702786377709,0.0708204334365325,"2122"
"8",0.0445344129554656,0.0253036437246964,0.0253036437246964,0.0253036437246964,0.0541497975708502,0.140688259109312,0.0541497975708502,0.034919028340081,0.034919028340081,0.0926113360323887,0.0253036437246964,0.0445344129554656,0.0637651821862348,0.0253036437246964,0.034919028340081,0.0253036437246964,0.0829959514170041,0.0926113360323887,0.0733805668016194,"2123"
"9",0.102695763799743,0.143346170303808,0.0295250320924262,0.0539152759948652,0.0213949507916132,0.0295250320924262,0.0539152759948652,0.0295250320924262,0.0701754385964912,0.0295250320924262,0.0213949507916132,0.0213949507916132,0.0620453572956782,0.0539152759948652,0.0620453572956782,0.0376551133932392,0.0620453572956782,0.0295250320924262,0.0864356011981172,"2124"
"10",0.0454076367389061,0.0454076367389061,0.0257997936016512,0.0454076367389061,0.065015479876161,0.0454076367389061,0.0846233230134159,0.0454076367389061,0.0257997936016512,0.0748194014447884,0.0356037151702786,0.065015479876161,0.0356037151702786,0.0748194014447884,0.0356037151702786,0.104231166150671,0.0454076367389061,0.0257997936016512,0.0748194014447884,"2125"
"11",0.034919028340081,0.0829959514170041,0.034919028340081,0.0445344129554656,0.0253036437246964,0.0541497975708502,0.0445344129554656,0.0733805668016194,0.034919028340081,0.0445344129554656,0.034919028340081,0.0541497975708502,0.0445344129554656,0.0541497975708502,0.131072874493927,0.0445344129554656,0.0445344129554656,0.0637651821862348,0.0541497975708502,"2126"
"12",0.0204784688995215,0.0313875598086124,0.0350239234449761,0.0168421052631579,0.00956937799043062,0.0168421052631579,0.0241148325358852,0.0604784688995215,0.0277511961722488,0.0313875598086124,0.0713875598086124,0.0313875598086124,0.0168421052631579,0.0313875598086124,0.0532057416267943,0.35866028708134,0.0132057416267943,0.0168421052631579,0.133205741626794,"2127"
"13",0.0471085120207927,0.0409356725146199,0.0285899935022742,0.0224171539961014,0.0285899935022742,0.102664067576348,0.0903183885640026,0.034762833008447,0.0162443144899285,0.0224171539961014,0.0409356725146199,0.0285899935022742,0.0285899935022742,0.0717998700454841,0.0285899935022742,0.0409356725146199,0.0285899935022742,0.226120857699805,0.0717998700454841,"2128"
"14",0.0215703192407248,0.177308024158758,0.087144089732528,0.0379637618636756,0.0379637618636756,0.0215703192407248,0.0379637618636756,0.0789473684210526,0.0379637618636756,0.0215703192407248,0.046160483175151,0.0789473684210526,0.046160483175151,0.0215703192407248,0.0215703192407248,0.0379637618636756,0.0543572044866264,0.0297670405522002,0.103537532355479,"2129"
"15",0.0463157894736842,0.0463157894736842,0.0363157894736842,0.0463157894736842,0.0263157894736842,0.0363157894736842,0.0763157894736842,0.0863157894736842,0.0463157894736842,0.0363157894736842,0.0363157894736842,0.0363157894736842,0.0263157894736842,0.106315789473684,0.0663157894736842,0.0363157894736842,0.0663157894736842,0.116315789473684,0.0263157894736842,"4791"
"16",0.0658899156287666,0.0353555644837284,0.0277219766974689,0.042989152269988,0.0353555644837284,0.0353555644837284,0.042989152269988,0.0277219766974689,0.302531137002812,0.0277219766974689,0.0277219766974689,0.0735235034150261,0.0506227400562475,0.0353555644837284,0.0200883889112093,0.0353555644837284,0.0353555644837284,0.0200883889112093,0.058256327842507,"2130"
"17",0.0386338185890258,0.0386338185890258,0.0599104143337066,0.0279955207166853,0.0492721164613662,0.0386338185890258,0.0492721164613662,0.0386338185890258,0.0811870100783875,0.0918253079507279,0.0492721164613662,0.0811870100783875,0.0918253079507279,0.0279955207166853,0.0386338185890258,0.0492721164613662,0.0492721164613662,0.0279955207166853,0.070548712206047,"4594"
"18",0.0177809388335704,0.0718349928876245,0.0312944523470839,0.0312944523470839,0.0448079658605974,0.112375533428165,0.0515647226173542,0.0515647226173542,0.0245376955903272,0.0312944523470839,0.0718349928876245,0.058321479374111,0.112375533428165,0.0312944523470839,0.0718349928876245,0.0312944523470839,0.085348506401138,0.0515647226173542,0.0177809388335704,"4606"
"19",0.0698060941828255,0.0382271468144044,0.0487534626038781,0.0487534626038781,0.0277008310249308,0.0277008310249308,0.0698060941828255,0.0487534626038781,0.101385041551247,0.0487534626038781,0.0382271468144044,0.0277008310249308,0.0382271468144044,0.0487534626038781,0.0382271468144044,0.0803324099722992,0.0803324099722992,0.0382271468144044,0.0803324099722992,"4683"
"20",0.0328480776409108,0.0257558790593505,0.0683090705487122,0.160507652108996,0.0257558790593505,0.0541246733855916,0.110862262038074,0.0399402762224711,0.0470324748040314,0.0541246733855916,0.0257558790593505,0.0541246733855916,0.0470324748040314,0.0328480776409108,0.0612168719671519,0.0328480776409108,0.0328480776409108,0.0470324748040314,0.0470324748040314,"4686"
"21",0.058718224131758,0.0247046186895811,0.0519155030433226,0.058718224131758,0.0247046186895811,0.181167203723595,0.0723236663086287,0.0383100608664518,0.0315073397780165,0.0451127819548872,0.0519155030433226,0.140350877192982,0.0315073397780165,0.0315073397780165,0.0383100608664518,0.0315073397780165,0.0315073397780165,0.0247046186895811,0.0315073397780165,"4693"
"22",0.037593984962406,0.0518796992481203,0.0518796992481203,0.0518796992481203,0.037593984962406,0.0661654135338346,0.0804511278195489,0.0518796992481203,0.0518796992481203,0.037593984962406,0.037593984962406,0.0518796992481203,0.0661654135338346,0.037593984962406,0.0518796992481203,0.037593984962406,0.0661654135338346,0.037593984962406,0.0947368421052632,"4783"
"23",0.0572755417956656,0.0446704997788589,0.0488721804511278,0.0488721804511278,0.0614772224679345,0.0488721804511278,0.0278637770897833,0.103494029190624,0.0278637770897833,0.258956214064573,0.0362671384343211,0.0320654577620522,0.0320654577620522,0.0278637770897833,0.0152587350729766,0.0152587350729766,0.0320654577620522,0.0446704997788589,0.0362671384343211,"4785"
"24",0.0565302144249513,0.0417153996101365,0.0269005847953216,0.115789473684211,0.130604288499025,0.0194931773879142,0.0269005847953216,0.0565302144249513,0.0935672514619883,0.0639376218323587,0.0194931773879142,0.0787524366471735,0.0417153996101365,0.0269005847953216,0.0194931773879142,0.034307992202729,0.0417153996101365,0.0565302144249513,0.0491228070175439,"4790"
"25",0.03813882532418,0.03813882532418,0.03813882532418,0.0816170861937452,0.03813882532418,0.03813882532418,0.03813882532418,0.0671243325705568,0.0671243325705568,0.0526315789473684,0.03813882532418,0.0526315789473684,0.0526315789473684,0.03813882532418,0.0671243325705568,0.03813882532418,0.0671243325705568,0.0526315789473684,0.0961098398169336,"4810"
"26",0.0697940503432494,0.120518688024409,0.0697940503432494,0.0408085430968726,0.0697940503432494,0.0408085430968726,0.0263157894736842,0.0263157894736842,0.055301296720061,0.120518688024409,0.0263157894736842,0.01906941266209,0.01906941266209,0.0480549199084668,0.0697940503432494,0.055301296720061,0.055301296720061,0.0263157894736842,0.0408085430968726,"4818"
"27",0.0393816709606183,0.0743467059256533,0.0463746779536253,0.0184026499815974,0.0323886639676113,0.0673536989326463,0.0673536989326463,0.0253956569746043,0.0393816709606183,0.123297754876702,0.102318733897681,0.0743467059256533,0.0393816709606183,0.0393816709606183,0.0253956569746043,0.0743467059256533,0.0533676849466323,0.0323886639676113,0.0253956569746043,"4859"
"28",0.0498369818351188,0.0409874243129949,0.0232883092687471,0.0498369818351188,0.0763856544014904,0.032137866790871,0.032137866790871,0.0232883092687471,0.0409874243129949,0.0409874243129949,0.0409874243129949,0.0852352119236143,0.173730787144853,0.0409874243129949,0.032137866790871,0.0498369818351188,0.0498369818351188,0.0763856544014904,0.0409874243129949,"4583"
"29",0.0441102756892231,0.025062656641604,0.025062656641604,0.0822055137844612,0.025062656641604,0.291729323308271,0.0536340852130326,0.025062656641604,0.0345864661654135,0.0345864661654135,0.025062656641604,0.0345864661654135,0.0441102756892231,0.0441102756892231,0.0345864661654135,0.0631578947368421,0.0441102756892231,0.0441102756892231,0.025062656641604,"4622"
"30",0.0576659038901602,0.0315789473684211,0.022883295194508,0.0489702517162471,0.101144164759725,0.0489702517162471,0.135926773455378,0.0489702517162471,0.0402745995423341,0.0489702517162471,0.022883295194508,0.0402745995423341,0.101144164759725,0.0315789473684211,0.0402745995423341,0.022883295194508,0.0837528604118993,0.0402745995423341,0.0315789473684211,"4703"
