"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","ID"
"1",0.0786163522012579,0.0786163522012579,0.0974842767295598,0.0786163522012579,0.0786163522012579,0.0974842767295598,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0974842767295598,"6198"
"2",0.0771604938271605,0.0771604938271605,0.095679012345679,0.095679012345679,0.0771604938271605,0.0771604938271605,0.095679012345679,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.095679012345679,0.0771604938271605,"6253"
"3",0.0771604938271605,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.114197530864198,0.0771604938271605,0.095679012345679,0.095679012345679,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.0771604938271605,"2420"
"4",0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0974842767295598,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0974842767295598,0.0786163522012579,0.0974842767295598,0.0786163522012579,"6089"
"5",0.0744047619047619,0.0922619047619048,0.0744047619047619,0.0744047619047619,0.0922619047619048,0.110119047619048,0.0744047619047619,0.0922619047619048,0.0744047619047619,0.0922619047619048,0.0744047619047619,0.0744047619047619,"6266"
"6",0.101307189542484,0.0816993464052288,0.0816993464052288,0.0816993464052288,0.0816993464052288,0.0816993464052288,0.0816993464052288,0.0816993464052288,0.0816993464052288,0.0816993464052288,0.0816993464052288,0.0816993464052288,"2469"
"7",0.116352201257862,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0974842767295598,0.0786163522012579,"5987"
"8",0.0771604938271605,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.095679012345679,0.095679012345679,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.095679012345679,0.095679012345679,0.0771604938271605,"6152"
"9",0.0906432748538012,0.0906432748538012,0.0730994152046784,0.0730994152046784,0.0730994152046784,0.0730994152046784,0.0730994152046784,0.0906432748538012,0.0906432748538012,0.108187134502924,0.0730994152046784,0.0906432748538012,"5989"
"10",0.0786163522012579,0.0974842767295598,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0974842767295598,0.0974842767295598,0.0786163522012579,"2498"
"11",0.0786163522012579,0.116352201257862,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0974842767295598,0.0786163522012579,0.0786163522012579,"6025"
"12",0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,"6045"
"13",0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0939393939393939,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.112121212121212,0.0939393939393939,0.0757575757575758,0.0939393939393939,0.0757575757575758,"6047"
"14",0.0861111111111111,0.102777777777778,0.0861111111111111,0.0861111111111111,0.0694444444444444,0.0694444444444444,0.0861111111111111,0.102777777777778,0.0694444444444444,0.0861111111111111,0.0694444444444444,0.0861111111111111,"6054"
"15",0.0786163522012579,0.116352201257862,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0974842767295598,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,0.0786163522012579,"6057"
"16",0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0993589743589744,0.0801282051282051,"6036"
"17",0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,"6069"
"18",0.0939393939393939,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0939393939393939,0.0939393939393939,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.112121212121212,"2511"
"19",0.095679012345679,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.095679012345679,0.095679012345679,0.0771604938271605,0.0771604938271605,0.095679012345679,"2516"
"20",0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,"3784"
"21",0.0801282051282051,0.118589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,"3787"
"22",0.0744047619047619,0.110119047619048,0.110119047619048,0.0744047619047619,0.0744047619047619,0.0744047619047619,0.0922619047619048,0.0744047619047619,0.0922619047619048,0.0744047619047619,0.0744047619047619,0.0744047619047619,"3799"
"23",0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,"3788"
"24",0.0771604938271605,0.114197530864198,0.0771604938271605,0.0771604938271605,0.095679012345679,0.0771604938271605,0.095679012345679,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.0771604938271605,0.0771604938271605,"3793"
"25",0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,"6065"
"26",0.0939393939393939,0.0939393939393939,0.0757575757575758,0.0757575757575758,0.0939393939393939,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0939393939393939,0.0939393939393939,0.0757575757575758,"3821"
"27",0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,"3822"
"28",0.112121212121212,0.0939393939393939,0.0757575757575758,0.0757575757575758,0.0939393939393939,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0939393939393939,0.0757575757575758,0.0757575757575758,"3847"
"29",0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,"3848"
"30",0.112121212121212,0.0939393939393939,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0939393939393939,0.0757575757575758,0.0939393939393939,"3873"
"31",0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0801282051282051,0.0993589743589744,0.0801282051282051,0.0801282051282051,0.0801282051282051,"3874"
"32",0.112121212121212,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.112121212121212,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0757575757575758,0.0939393939393939,0.0757575757575758,0.0757575757575758,"3899"
