"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","ID"
"1",0.04001554001554,0.0753690753690754,0.0602175602175602,0.0198135198135198,0.0551670551670552,0.0299145299145299,0.00971250971250971,0.0198135198135198,0.0299145299145299,0.0299145299145299,0.0905205905205905,0.0299145299145299,0.00971250971250971,0.04001554001554,0.0198135198135198,0.0804195804195804,0.00971250971250971,0.00971250971250971,0.0248640248640249,0.0450660450660451,0.0248640248640249,0.0147630147630148,0.0198135198135198,0.0905205905205905,0.034965034965035,0.0854700854700855,"2074"
"2",0.0324221233312142,0.0158931977113795,0.0158931977113795,0.048951048951049,0.0241576605212969,0.0324221233312142,0.0158931977113795,0.0158931977113795,0.0158931977113795,0.0241576605212969,0.0158931977113795,0.0324221233312142,0.0158931977113795,0.0158931977113795,0.0158931977113795,0.0158931977113795,0.0158931977113795,0.0158931977113795,0.0324221233312142,0.0158931977113795,0.0158931977113795,0.429116338207247,0.0158931977113795,0.0324221233312142,0.048951048951049,0.0241576605212969,"4644"
"3",0.0306490384615385,0.0228365384615385,0.0462740384615385,0.0228365384615385,0.0384615384615385,0.0150240384615385,0.0931490384615385,0.0228365384615385,0.0462740384615385,0.0462740384615385,0.0853365384615385,0.0462740384615385,0.0306490384615385,0.0150240384615385,0.0306490384615385,0.0462740384615385,0.0228365384615385,0.0150240384615385,0.0306490384615385,0.0384615384615385,0.0618990384615385,0.0228365384615385,0.0306490384615385,0.0775240384615385,0.0228365384615385,0.0384615384615385,"1899"
"4",0.0272435897435897,0.0411324786324786,0.103632478632479,0.0133547008547009,0.0133547008547009,0.0202991452991453,0.0550213675213675,0.0133547008547009,0.0341880341880342,0.0202991452991453,0.0550213675213675,0.0480769230769231,0.0272435897435897,0.0550213675213675,0.0411324786324786,0.0272435897435897,0.0272435897435897,0.0133547008547009,0.103632478632479,0.0480769230769231,0.0480769230769231,0.0202991452991453,0.0411324786324786,0.0411324786324786,0.0480769230769231,0.0133547008547009,"2119"
"5",0.0275761973875181,0.04644412191582,0.0653120464441219,0.0747460087082729,0.0275761973875181,0.0181422351233672,0.0370101596516691,0.0181422351233672,0.0370101596516691,0.0370101596516691,0.0370101596516691,0.0370101596516691,0.0936139332365747,0.0275761973875181,0.0275761973875181,0.04644412191582,0.0181422351233672,0.0275761973875181,0.04644412191582,0.04644412191582,0.0275761973875181,0.0275761973875181,0.04644412191582,0.055878084179971,0.0181422351233672,0.0275761973875181,"2120"
"6",0.0301775147928994,0.0378698224852071,0.0455621301775148,0.0378698224852071,0.0224852071005917,0.0455621301775148,0.0378698224852071,0.0609467455621302,0.0609467455621302,0.0301775147928994,0.014792899408284,0.0224852071005917,0.014792899408284,0.0224852071005917,0.0301775147928994,0.0609467455621302,0.0994082840236686,0.014792899408284,0.0378698224852071,0.0532544378698225,0.0378698224852071,0.0224852071005917,0.014792899408284,0.0917159763313609,0.014792899408284,0.0378698224852071,"2121"
"7",0.0288461538461538,0.0288461538461538,0.0509049773755656,0.0141402714932127,0.0288461538461538,0.0361990950226244,0.043552036199095,0.0361990950226244,0.043552036199095,0.0214932126696833,0.0656108597285068,0.0288461538461538,0.0214932126696833,0.0582579185520362,0.0214932126696833,0.0361990950226244,0.0141402714932127,0.0656108597285068,0.0214932126696833,0.0214932126696833,0.0361990950226244,0.0288461538461538,0.0141402714932127,0.043552036199095,0.168552036199095,0.0214932126696833,"2122"
"8",0.0281065088757396,0.018491124260355,0.0377218934911243,0.0377218934911243,0.0281065088757396,0.0281065088757396,0.0281065088757396,0.018491124260355,0.0281065088757396,0.018491124260355,0.018491124260355,0.0665680473372781,0.0281065088757396,0.114644970414201,0.018491124260355,0.018491124260355,0.0377218934911243,0.0569526627218935,0.0281065088757396,0.0281065088757396,0.0281065088757396,0.0473372781065089,0.0281065088757396,0.0665680473372781,0.124260355029586,0.018491124260355,"2123"
"9",0.0318949343339587,0.105065666041276,0.0562851782363978,0.0237648530331457,0.105065666041276,0.0156347717323327,0.0400250156347717,0.0156347717323327,0.0237648530331457,0.0156347717323327,0.0156347717323327,0.0725453408380238,0.0237648530331457,0.0481550969355847,0.0725453408380238,0.0237648530331457,0.0562851782363978,0.0400250156347717,0.0237648530331457,0.0156347717323327,0.0400250156347717,0.0156347717323327,0.0156347717323327,0.0562851782363978,0.0237648530331457,0.0237648530331457,"2124"
"10",0.0384615384615385,0.0188536953242836,0.0482654600301659,0.028657616892911,0.028657616892911,0.0678733031674208,0.0678733031674208,0.0482654600301659,0.028657616892911,0.028657616892911,0.0482654600301659,0.0384615384615385,0.028657616892911,0.028657616892911,0.028657616892911,0.0678733031674208,0.0384615384615385,0.0188536953242836,0.0188536953242836,0.028657616892911,0.0384615384615385,0.0384615384615385,0.0188536953242836,0.0384615384615385,0.0776772247360483,0.0384615384615385,"2125"
"11",0.018491124260355,0.018491124260355,0.0281065088757396,0.018491124260355,0.0377218934911243,0.018491124260355,0.297337278106509,0.018491124260355,0.0281065088757396,0.0281065088757396,0.0281065088757396,0.0281065088757396,0.018491124260355,0.018491124260355,0.0281065088757396,0.0473372781065089,0.018491124260355,0.018491124260355,0.0377218934911243,0.018491124260355,0.0281065088757396,0.0281065088757396,0.0281065088757396,0.0377218934911243,0.0761834319526627,0.0281065088757396,"2126"
"12",0.0106293706293706,0.0215384615384615,0.00699300699300699,0.0179020979020979,0.0251748251748252,0.0215384615384615,0.0106293706293706,0.0324475524475525,0.0179020979020979,0.00699300699300699,0.0506293706293706,0.0142657342657343,0.0142657342657343,0.0397202797202797,0.0288111888111888,0.046993006993007,0.0106293706293706,0.0215384615384615,0.0179020979020979,0.0142657342657343,0.0106293706293706,0.0106293706293706,0.352447552447552,0.141538461538462,0.0142657342657343,0.0397202797202797,"2127"
"13",0.0118708452041785,0.0242165242165242,0.0303893637226971,0.0180436847103514,0.0118708452041785,0.0242165242165242,0.0303893637226971,0.0489078822412156,0.0489078822412156,0.0180436847103514,0.0550807217473884,0.0242165242165242,0.0118708452041785,0.0303893637226971,0.0427350427350427,0.0674264007597341,0.0242165242165242,0.0180436847103514,0.0489078822412156,0.0365622032288699,0.129154795821462,0.0612535612535613,0.0797720797720798,0.0612535612535613,0.0303893637226971,0.0118708452041785,"2128"
"14",0.0239596469104666,0.0239596469104666,0.0239596469104666,0.032156368221942,0.0977301387137453,0.0485498108448928,0.0567465321563682,0.0403530895334174,0.0403530895334174,0.0567465321563682,0.032156368221942,0.0485498108448928,0.032156368221942,0.0239596469104666,0.0403530895334174,0.0239596469104666,0.0239596469104666,0.0239596469104666,0.0239596469104666,0.0157629255989912,0.0649432534678436,0.0239596469104666,0.0239596469104666,0.114123581336696,0.0239596469104666,0.0157629255989912,"2129"
"15",0.0192307692307692,0.0192307692307692,0.0492307692307692,0.0392307692307692,0.0192307692307692,0.0292307692307692,0.269230769230769,0.0292307692307692,0.0392307692307692,0.0492307692307692,0.0292307692307692,0.0292307692307692,0.0292307692307692,0.0292307692307692,0.0192307692307692,0.0292307692307692,0.0192307692307692,0.0192307692307692,0.0292307692307692,0.0192307692307692,0.0392307692307692,0.0192307692307692,0.0192307692307692,0.0192307692307692,0.0692307692307692,0.0192307692307692,"4791"
"16",0.0452143276570758,0.0146799765120376,0.0299471520845567,0.0146799765120376,0.0223135642982971,0.0223135642982971,0.0452143276570758,0.0452143276570758,0.0299471520845567,0.0452143276570758,0.0604815032295948,0.0452143276570758,0.0299471520845567,0.0223135642982971,0.0223135642982971,0.0604815032295948,0.0223135642982971,0.0223135642982971,0.0223135642982971,0.13681738109219,0.0146799765120376,0.0223135642982971,0.0452143276570758,0.0299471520845567,0.0757486788021139,0.0528479154433353,"2130"
"17",0.0523731587561375,0.137479541734861,0.0310965630114566,0.0310965630114566,0.0310965630114566,0.0310965630114566,0.0204582651391162,0.0310965630114566,0.0204582651391162,0.0204582651391162,0.10556464811784,0.0523731587561375,0.0204582651391162,0.0417348608837971,0.0310965630114566,0.0204582651391162,0.0417348608837971,0.0204582651391162,0.0417348608837971,0.0204582651391162,0.0310965630114566,0.0204582651391162,0.0310965630114566,0.0204582651391162,0.0417348608837971,0.0523731587561375,"4594"
"18",0.0940748440748441,0.0197505197505198,0.0738045738045738,0.0332640332640333,0.0535343035343035,0.0197505197505198,0.0805613305613306,0.012993762993763,0.0197505197505198,0.0265072765072765,0.0670478170478171,0.0197505197505198,0.012993762993763,0.0738045738045738,0.012993762993763,0.012993762993763,0.012993762993763,0.0467775467775468,0.0265072765072765,0.04002079002079,0.0670478170478171,0.0738045738045738,0.0467775467775468,0.0197505197505198,0.0197505197505198,0.012993762993763,"4606"
"19",0.0202429149797571,0.0307692307692308,0.0307692307692308,0.0518218623481781,0.0518218623481781,0.0307692307692308,0.0307692307692308,0.0412955465587045,0.0307692307692308,0.0728744939271255,0.0412955465587045,0.0307692307692308,0.0518218623481781,0.0307692307692308,0.0202429149797571,0.0412955465587045,0.0307692307692308,0.0202429149797571,0.0307692307692308,0.0412955465587045,0.0307692307692308,0.0518218623481781,0.0202429149797571,0.0623481781376518,0.0412955465587045,0.0623481781376518,"4683"
"20",0.0561920349154392,0.0561920349154392,0.0632842334969995,0.027823240589198,0.0420076377523186,0.0420076377523186,0.0916530278232406,0.0349154391707583,0.027823240589198,0.0136388434260775,0.0136388434260775,0.0136388434260775,0.0349154391707583,0.0207310420076378,0.0349154391707583,0.0349154391707583,0.0207310420076378,0.0349154391707583,0.0420076377523186,0.127114020731042,0.0349154391707583,0.0136388434260775,0.0136388434260775,0.027823240589198,0.027823240589198,0.0490998363338789,"4686"
"21",0.0266875981161695,0.0266875981161695,0.0198848770277342,0.0266875981161695,0.0266875981161695,0.0470957613814757,0.0470957613814757,0.053898482469911,0.0334903192046049,0.0266875981161695,0.0607012035583464,0.0266875981161695,0.0198848770277342,0.121925693354265,0.0743066457352172,0.0402930402930403,0.0130821559392988,0.0266875981161695,0.0130821559392988,0.0130821559392988,0.0334903192046049,0.0811093668236525,0.0130821559392988,0.0198848770277342,0.0811093668236525,0.0266875981161695,"4693"
